location,date,total_cases_per_million
Afghanistan,2/24/2020,0.126
Afghanistan,2/25/2020,0.126
Afghanistan,2/26/2020,0.126
Afghanistan,2/27/2020,0.126
Afghanistan,2/28/2020,0.126
Afghanistan,2/29/2020,0.126
Afghanistan,3/1/2020,0.126
Afghanistan,3/2/2020,0.126
Afghanistan,3/3/2020,0.126
Afghanistan,3/4/2020,0.126
Afghanistan,3/5/2020,0.126
Afghanistan,3/6/2020,0.126
Afghanistan,3/7/2020,0.201
Afghanistan,3/8/2020,0.201
Afghanistan,3/9/2020,0.201
Afghanistan,3/10/2020,0.201
Afghanistan,3/11/2020,0.276
Afghanistan,3/12/2020,0.276
Afghanistan,3/13/2020,0.276
Afghanistan,3/14/2020,0.351
Afghanistan,3/15/2020,0.502
Afghanistan,3/16/2020,0.628
Afghanistan,3/17/2020,0.653
Afghanistan,3/18/2020,0.653
Afghanistan,3/19/2020,0.653
Afghanistan,3/20/2020,0.602
Afghanistan,3/21/2020,0.602
Afghanistan,3/22/2020,0.854
Afghanistan,3/23/2020,1.004
Afghanistan,3/24/2020,1.054
Afghanistan,3/25/2020,1.858
Afghanistan,3/26/2020,2.008
Afghanistan,3/27/2020,2.284
Afghanistan,3/28/2020,2.661
Afghanistan,3/29/2020,2.862
Afghanistan,3/30/2020,2.862
Afghanistan,3/31/2020,4.167
Afghanistan,4/1/2020,4.82
Afghanistan,4/2/2020,5.899
Afghanistan,4/3/2020,6.753
Afghanistan,4/4/2020,6.778
Afghanistan,4/5/2020,7.506
Afghanistan,4/6/2020,8.46
Afghanistan,4/7/2020,9.213
Afghanistan,4/8/2020,10.619
Afghanistan,4/9/2020,11.146
Afghanistan,4/10/2020,13.079
Afghanistan,4/11/2020,13.079
Afghanistan,4/12/2020,13.932
Afghanistan,4/13/2020,15.238
Afghanistan,4/14/2020,16.694
Afghanistan,4/15/2020,19.33
Afghanistan,4/16/2020,19.932
Afghanistan,4/17/2020,21.212
Afghanistan,4/18/2020,22.794
Afghanistan,4/19/2020,23.421
Afghanistan,4/20/2020,25.003
Afghanistan,4/21/2020,25.756
Afghanistan,4/22/2020,27.413
Afghanistan,4/23/2020,29.521
Afghanistan,4/24/2020,30.777
Afghanistan,4/25/2020,33.387
Afghanistan,4/26/2020,36.726
Afghanistan,4/27/2020,38.433
Afghanistan,4/28/2020,42.751
Afghanistan,4/29/2020,45.864
Afghanistan,4/30/2020,45.864
Afghanistan,5/1/2020,54.499
Afghanistan,5/2/2020,61.98
Afghanistan,5/3/2020,61.98
Afghanistan,5/4/2020,61.98
Afghanistan,5/5/2020,61.98
Afghanistan,5/6/2020,80.933
Afghanistan,5/7/2020,85.15
Afghanistan,5/8/2020,89.443
Afghanistan,5/9/2020,89.443
Afghanistan,5/10/2020,110.505
Afghanistan,5/11/2020,117.082
Afghanistan,5/12/2020,124.688
Afghanistan,5/13/2020,124.688
Afghanistan,5/14/2020,134.026
Afghanistan,5/15/2020,151.95
Afghanistan,5/16/2020,160.711
Afghanistan,5/17/2020,166.56
Afghanistan,5/18/2020,177.53
Afghanistan,5/19/2020,192.166
Afghanistan,5/20/2020,204.466
Afghanistan,5/21/2020,217.796
Afghanistan,5/22/2020,231.352
Afghanistan,5/23/2020,249.828
Afghanistan,5/24/2020,267.802
Afghanistan,5/25/2020,280.655
Afghanistan,5/26/2020,299.156
Afghanistan,5/27/2020,312.912
Afghanistan,5/28/2020,328.903
Afghanistan,5/29/2020,345.045
Afghanistan,5/30/2020,364.726
Afghanistan,5/31/2020,381.068
Afghanistan,6/1/2020,397.536
Afghanistan,6/2/2020,416.162
Afghanistan,6/3/2020,435.617
Afghanistan,6/4/2020,451.282
Afghanistan,6/5/2020,478.343
Afghanistan,6/6/2020,492.953
Afghanistan,6/7/2020,512.81
Afghanistan,6/8/2020,527.244
Afghanistan,6/9/2020,534.901
Afghanistan,6/10/2020,557.996
Afghanistan,6/11/2020,576.773
Afghanistan,6/12/2020,593.241
Afghanistan,6/13/2020,607.198
Afghanistan,6/14/2020,623.867
Afghanistan,6/15/2020,642.97
Afghanistan,6/16/2020,645.631
Afghanistan,6/17/2020,676.784
Afghanistan,6/18/2020,688.407
Afghanistan,6/19/2020,701.988
Afghanistan,6/20/2020,712.506
Afghanistan,6/21/2020,725.962
Afghanistan,6/22/2020,733.744
Afghanistan,6/23/2020,742.229
Afghanistan,6/24/2020,746.22
Afghanistan,6/25/2020,759.65
Afghanistan,6/26/2020,761.784
Afghanistan,6/27/2020,770.721
Afghanistan,6/28/2020,779.532
Afghanistan,6/29/2020,786.335
Afghanistan,6/30/2020,789.373
Afghanistan,7/1/2020,799.489
Afghanistan,7/2/2020,806.016
Afghanistan,7/3/2020,813.597
Afghanistan,7/4/2020,822.333
Afghanistan,7/5/2020,829.337
Afghanistan,7/6/2020,832.174
Afghanistan,7/7/2020,840.207
Afghanistan,7/8/2020,845.479
Afghanistan,7/9/2020,846.96
Afghanistan,7/10/2020,860.541
Afghanistan,7/11/2020,864.482
Afghanistan,7/12/2020,866.992
Afghanistan,7/13/2020,867.092
Afghanistan,7/14/2020,874.247
Afghanistan,7/15/2020,879.268
Afghanistan,7/16/2020,882.531
Afghanistan,7/17/2020,886.522
Afghanistan,7/18/2020,888.029
Afghanistan,7/19/2020,892.698
Afghanistan,7/20/2020,893.551
Afghanistan,7/21/2020,896.212
Afghanistan,7/22/2020,899.024
Afghanistan,7/23/2020,903.743
Afghanistan,7/24/2020,905.4
Afghanistan,7/25/2020,906.781
Afghanistan,7/26/2020,909.818
Afghanistan,7/27/2020,912.479
Afghanistan,7/28/2020,915.115
Afghanistan,7/29/2020,917.701
Afghanistan,7/30/2020,919.483
Afghanistan,7/31/2020,919.483
Afghanistan,8/1/2020,923.7
Afghanistan,8/2/2020,923.7
Afghanistan,8/3/2020,923.7
Afghanistan,8/4/2020,924.629
Afghanistan,8/5/2020,926.688
Afghanistan,8/6/2020,928.37
Afghanistan,8/7/2020,929.399
Afghanistan,8/8/2020,931.357
Afghanistan,8/9/2020,932.336
Afghanistan,8/10/2020,932.336
Afghanistan,8/11/2020,937.733
Afghanistan,8/12/2020,939.641
Afghanistan,8/13/2020,941.624
Afghanistan,8/14/2020,941.8
Afghanistan,8/15/2020,944.812
Afghanistan,8/16/2020,945.942
Afghanistan,8/17/2020,945.942
Afghanistan,8/18/2020,946.017
Afghanistan,8/19/2020,946.017
Afghanistan,8/20/2020,950.034
Afghanistan,8/21/2020,952.469
Afghanistan,8/22/2020,953.423
Afghanistan,8/23/2020,954.904
Afghanistan,8/24/2020,956.059
Afghanistan,8/25/2020,957.841
Afghanistan,8/26/2020,958.92
Afghanistan,8/27/2020,959.322
Afghanistan,8/28/2020,959.598
Afghanistan,8/29/2020,959.673
Afghanistan,8/30/2020,959.673
Afghanistan,8/31/2020,960.15
Afghanistan,9/1/2020,961.004
Afghanistan,9/2/2020,962.184
Afghanistan,9/3/2020,963.313
Afghanistan,9/4/2020,963.313
Afghanistan,9/5/2020,963.715
Afghanistan,9/6/2020,966.075
Afghanistan,9/7/2020,968.485
Afghanistan,9/8/2020,969.137
Afghanistan,9/9/2020,969.74
Afghanistan,9/10/2020,970.443
Afghanistan,9/11/2020,971.296
Afghanistan,9/12/2020,972.175
Afghanistan,9/13/2020,974.058
Afghanistan,9/14/2020,975.463
Afghanistan,9/15/2020,976.543
Afghanistan,9/16/2020,977.547
Afghanistan,9/17/2020,977.974
Afghanistan,9/18/2020,978.25
Afghanistan,9/19/2020,979.154
Afghanistan,9/20/2020,982.291
Afghanistan,9/21/2020,983.045
Afghanistan,9/22/2020,983.597
Afghanistan,9/23/2020,984.827
Afghanistan,9/24/2020,985.454
Afghanistan,9/25/2020,985.856
Afghanistan,9/26/2020,986.007
Afghanistan,9/27/2020,986.885
Afghanistan,9/28/2020,987.187
Afghanistan,9/29/2020,987.563
Afghanistan,9/30/2020,987.915
Afghanistan,10/1/2020,988.341
Afghanistan,10/2/2020,988.467
Afghanistan,10/3/2020,988.643
Afghanistan,10/4/2020,989.747
Afghanistan,10/5/2020,991.78
Afghanistan,10/6/2020,993.387
Afghanistan,10/7/2020,994.943
Afghanistan,10/8/2020,996.651
Afghanistan,10/9/2020,998.583
Afghanistan,10/10/2020,998.835
Afghanistan,10/11/2020,1001.244
Afghanistan,10/12/2020,1003.027
Afghanistan,10/13/2020,1004.483
Afghanistan,10/14/2020,1006.14
Afghanistan,10/15/2020,1006.943
Afghanistan,10/16/2020,1008.123
Afghanistan,10/17/2020,1009.83
Afghanistan,10/18/2020,1011.311
Afghanistan,10/19/2020,1013.495
Afghanistan,10/20/2020,1015.704
Afghanistan,10/21/2020,1015.704
Afghanistan,10/22/2020,1016.934
Afghanistan,10/23/2020,1019.846
Afghanistan,10/24/2020,1021.377
Afghanistan,10/25/2020,1023.411
Afghanistan,10/26/2020,1025.042
Afghanistan,10/27/2020,1027.653
Afghanistan,10/28/2020,1030.038
Afghanistan,10/29/2020,1032.875
Afghanistan,10/30/2020,1035.962
Afghanistan,10/31/2020,1037.619
Afghanistan,11/1/2020,1039.903
Afghanistan,11/2/2020,1041.811
Afghanistan,11/3/2020,1045.125
Afghanistan,11/4/2020,1047.51
Afghanistan,11/5/2020,1049.669
Afghanistan,11/6/2020,1052.706
Afghanistan,11/7/2020,1053.71
Afghanistan,11/8/2020,1055.166
Afghanistan,11/9/2020,1058.329
Afghanistan,11/10/2020,1061.794
Afghanistan,11/11/2020,1065.961
Afghanistan,11/12/2020,1069.626
Afghanistan,11/13/2020,1074.295
Afghanistan,11/14/2020,1078.663
Afghanistan,11/15/2020,1080.32
Afghanistan,11/16/2020,1085.466
Afghanistan,11/17/2020,1089.558
Afghanistan,11/18/2020,1095.206
Afghanistan,11/19/2020,1100.804
Afghanistan,11/20/2020,1110.268
Afghanistan,11/21/2020,1115.665
Afghanistan,11/22/2020,1117.171
Afghanistan,11/23/2020,1122.267
Afghanistan,11/24/2020,1129.346
Afghanistan,11/25/2020,1136.626
Afghanistan,11/26/2020,1141.948
Afghanistan,11/27/2020,1147.622
Afghanistan,11/28/2020,1150.709
Afghanistan,11/29/2020,1153.897
Afghanistan,11/30/2020,1160.148
Afghanistan,12/1/2020,1167.252
Afghanistan,12/2/2020,1172.75
Afghanistan,12/3/2020,1179.352
Afghanistan,12/4/2020,1186.331
Afghanistan,12/5/2020,1189.594
Afghanistan,12/6/2020,1195.945
Afghanistan,12/7/2020,1202.472
Afghanistan,12/8/2020,1208.372
Afghanistan,12/9/2020,1214.145
Afghanistan,12/10/2020,1218.513
Afghanistan,12/11/2020,1223.86
Afghanistan,12/12/2020,1225.693
Afghanistan,12/13/2020,1228.856
Afghanistan,12/14/2020,1236.914
Afghanistan,12/15/2020,1242.211
Afghanistan,12/16/2020,1247.708
Afghanistan,12/17/2020,1253.332
Afghanistan,12/18/2020,1260.235
Afghanistan,12/19/2020,1266.611
Afghanistan,12/20/2020,1268.619
Afghanistan,12/21/2020,1272.184
Afghanistan,12/22/2020,1277.456
Afghanistan,12/23/2020,1282.025
Afghanistan,12/24/2020,1289.229
Afghanistan,12/25/2020,1295.204
Afghanistan,12/26/2020,1299.446
Afghanistan,12/27/2020,1301.555
Afghanistan,12/28/2020,1305.546
Afghanistan,12/29/2020,1309.061
Afghanistan,12/30/2020,1313.655
Afghanistan,12/31/2020,1313.655
Afghanistan,1/1/2021,1318.249
Afghanistan,1/2/2021,1320.081
Afghanistan,1/3/2021,1323.169
Afghanistan,1/4/2021,1328.19
Afghanistan,1/5/2021,1330.75
Afghanistan,1/6/2021,1333.11
Afghanistan,1/7/2021,1335.67
Afghanistan,1/8/2021,1338.808
Afghanistan,1/9/2021,1340.515
Afghanistan,1/10/2021,1342.749
Afghanistan,1/11/2021,1343.98
Afghanistan,1/12/2021,1345.134
Afghanistan,1/13/2021,1347.795
Afghanistan,1/14/2021,1349.929
Afghanistan,1/15/2021,1351.335
Afghanistan,1/16/2021,1354.021
Afghanistan,1/17/2021,1355.176
Afghanistan,1/18/2021,1357.134
Afghanistan,1/19/2021,1359.117
Afghanistan,1/20/2021,1362.556
Afghanistan,1/21/2021,1365.694
Afghanistan,1/22/2021,1367.702
Afghanistan,1/23/2021,1369.61
Afghanistan,1/24/2021,1370.514
Afghanistan,1/25/2021,1372.447
Afghanistan,1/26/2021,1374.405
Afghanistan,1/27/2021,1377.015
Afghanistan,1/28/2021,1377.944
Afghanistan,1/29/2021,1379.149
Afghanistan,1/30/2021,1380.881
Afghanistan,1/31/2021,1381.258
Afghanistan,2/1/2021,1382.162
Afghanistan,2/2/2021,1383.718
Afghanistan,2/3/2021,1385.049
Afghanistan,2/4/2021,1386.479
Afghanistan,2/5/2021,1387.333
Afghanistan,2/6/2021,1388.965
Afghanistan,2/7/2021,1389.09
Afghanistan,2/8/2021,1389.693
Afghanistan,2/9/2021,1390.32
Afghanistan,2/10/2021,1390.772
Afghanistan,2/11/2021,1391.224
Afghanistan,2/12/2021,1391.851
Afghanistan,2/13/2021,1392.554
Afghanistan,2/14/2021,1393.031
Afghanistan,2/15/2021,1393.584
Afghanistan,2/16/2021,1393.684
Afghanistan,2/17/2021,1394.236
Afghanistan,2/18/2021,1394.663
Afghanistan,2/19/2021,1395.115
Afghanistan,2/20/2021,1395.24
Afghanistan,2/21/2021,1395.843
Afghanistan,2/22/2021,1396.169
Afghanistan,2/23/2021,1396.897
Afghanistan,2/24/2021,1397.349
Afghanistan,2/25/2021,1397.751
Afghanistan,2/26/2021,1398.152
Afghanistan,2/27/2021,1398.429
Afghanistan,2/28/2021,1398.604
Afghanistan,3/1/2021,1399.081
Afghanistan,3/2/2021,1399.734
Afghanistan,3/3/2021,1400.01
Afghanistan,3/4/2021,1400.136
Afghanistan,3/5/2021,1401.441
Afghanistan,3/6/2021,1401.767
Afghanistan,3/7/2021,1401.943
Afghanistan,3/8/2021,1402.671
Afghanistan,3/9/2021,1402.671
Afghanistan,3/10/2021,1403.123
Afghanistan,3/11/2021,1403.7
Afghanistan,3/12/2021,1404.755
Afghanistan,3/13/2021,1404.755
Afghanistan,3/14/2021,1405.407
Afghanistan,3/15/2021,1405.407
Afghanistan,3/16/2021,1405.658
Afghanistan,3/17/2021,1406.185
Afghanistan,3/18/2021,1406.888
Afghanistan,3/19/2021,1407.516
Afghanistan,3/20/2021,1408.118
Afghanistan,3/21/2021,1408.369
Afghanistan,3/22/2021,1409.625
Afghanistan,3/23/2021,1410.227
Afghanistan,3/24/2021,1410.604
Afghanistan,3/25/2021,1411.457
Afghanistan,3/26/2021,1412.16
Afghanistan,3/27/2021,1413.064
Afghanistan,3/28/2021,1413.164
Afghanistan,3/29/2021,1413.867
Afghanistan,3/30/2021,1415.423
Afghanistan,3/31/2021,1417.181
Afghanistan,4/1/2021,1418.762
Afghanistan,4/2/2021,1420.143
Afghanistan,4/3/2021,1420.72
Afghanistan,4/4/2021,1422.754
Afghanistan,4/5/2021,1423.783
Afghanistan,4/6/2021,1425.339
Afghanistan,4/7/2021,1427.699
Afghanistan,4/8/2021,1429.456
Afghanistan,4/9/2021,1431.364
Afghanistan,4/10/2021,1434.502
Afghanistan,4/11/2021,1434.904
Afghanistan,4/12/2021,1436.962
Afghanistan,4/13/2021,1440.025
Afghanistan,4/14/2021,1443.238
Afghanistan,4/15/2021,1444.292
Afghanistan,4/16/2021,1446.25
Afghanistan,4/17/2021,1448.987
Afghanistan,4/18/2021,1450.794
Afghanistan,4/19/2021,1453.43
Afghanistan,4/20/2021,1456.919
Afghanistan,4/21/2021,1461.362
Afghanistan,4/22/2021,1463.823
Afghanistan,4/23/2021,1469.596
Afghanistan,4/24/2021,1474.316
Afghanistan,4/25/2021,1477.152
Afghanistan,4/26/2021,1481.47
Afghanistan,4/27/2021,1486.742
Afghanistan,4/28/2021,1490.382
Afghanistan,4/29/2021,1495.553
Afghanistan,4/30/2021,1499.796
Afghanistan,5/1/2021,1504.666
Afghanistan,5/2/2021,1509.26
Afghanistan,5/3/2021,1513.728
Afghanistan,5/4/2021,1520.33
Afghanistan,5/5/2021,1526.204
Afghanistan,5/6/2021,1535.367
Afghanistan,5/7/2021,1542.722
Afghanistan,5/8/2021,1550.253
Afghanistan,5/9/2021,1552.437
Afghanistan,5/10/2021,1557.985
Afghanistan,5/11/2021,1566.52
Afghanistan,5/12/2021,1574.428
Afghanistan,5/13/2021,1582.636
Afghanistan,5/14/2021,1590.418
Afghanistan,5/15/2021,1591.849
Afghanistan,5/16/2021,1593.657
Afghanistan,5/17/2021,1596.519
Afghanistan,5/18/2021,1602.066
Afghanistan,5/19/2021,1609.673
Afghanistan,5/20/2021,1621.044
Afghanistan,5/21/2021,1633.722
Afghanistan,5/22/2021,1643.914
Afghanistan,5/23/2021,1649.989
Afghanistan,5/24/2021,1663.72
Afghanistan,5/25/2021,1679.485
Afghanistan,5/26/2021,1700.572
Afghanistan,5/27/2021,1716.211
Afghanistan,5/28/2021,1735.39
Afghanistan,5/29/2021,1760.016
Afghanistan,5/30/2021,1776.333
Afghanistan,5/31/2021,1803.37
Afghanistan,6/1/2021,1831.962
Afghanistan,6/2/2021,1858.296
Afghanistan,6/3/2021,1885.733
Afghanistan,6/4/2021,1923.614
Afghanistan,6/5/2021,1957.127
Afghanistan,6/6/2021,1988.782
Afghanistan,6/7/2021,2029.374
Afghanistan,6/8/2021,2066.653
Afghanistan,6/9/2021,2109.931
Afghanistan,6/10/2021,2156.171
Afghanistan,6/11/2021,2201.96
Afghanistan,6/12/2021,2227.665
Afghanistan,6/13/2021,2255.806
Afghanistan,6/14/2021,2295.896
Afghanistan,6/15/2021,2341.433
Afghanistan,6/16/2021,2341.835
Afghanistan,6/17/2021,2423.245
Afghanistan,6/18/2021,2478.547
Afghanistan,6/19/2021,2523.407
Afghanistan,6/20/2021,2558.175
Afghanistan,6/21/2021,2608.281
Afghanistan,6/22/2021,2654.647
Afghanistan,6/23/2021,2710.075
Afghanistan,6/24/2021,2749.613
Afghanistan,6/25/2021,2801.325
Afghanistan,6/26/2021,2839.784
Afghanistan,6/27/2021,2867.297
Afghanistan,6/28/2021,2905.73
Afghanistan,6/29/2021,2941.05
Afghanistan,6/30/2021,2978.73
Afghanistan,7/1/2021,3017.816
Afghanistan,7/2/2021,3066.517
Afghanistan,7/3/2021,3099.879
Afghanistan,7/4/2021,3131.584
Afghanistan,7/5/2021,3161.432
Afghanistan,7/6/2021,3199.765
Afghanistan,7/7/2021,3238.851
Afghanistan,7/8/2021,3266.263
Afghanistan,7/9/2021,3303.241
Afghanistan,7/10/2021,3333.139
Afghanistan,7/11/2021,3353.246
Afghanistan,7/12/2021,3380.232
Afghanistan,7/13/2021,3411.26
Afghanistan,7/14/2021,3430.188
Afghanistan,7/15/2021,3460.563
Afghanistan,7/16/2021,3490.637
Afghanistan,7/17/2021,3520.083
Afghanistan,7/18/2021,3529.572
Afghanistan,7/19/2021,3552.089
Afghanistan,7/20/2021,3575.059
Afghanistan,7/21/2021,3583.795
Afghanistan,7/22/2021,3594.363
Afghanistan,7/23/2021,3600.79
Afghanistan,7/24/2021,3606.488
Afghanistan,7/25/2021,3611.634
Afghanistan,7/26/2021,3622.027
Afghanistan,7/27/2021,3640.177
Afghanistan,7/28/2021,3653.833
Afghanistan,7/29/2021,3664.979
Afghanistan,7/30/2021,3678.208
Afghanistan,7/31/2021,3694.048
Afghanistan,8/1/2021,3702.759
Afghanistan,8/2/2021,3714.909
Afghanistan,8/3/2021,3729.645
Afghanistan,8/4/2021,3738.707
Afghanistan,8/5/2021,3749.451
Afghanistan,8/6/2021,3760.723
Afghanistan,8/7/2021,3771.517
Afghanistan,8/8/2021,3776.99
Afghanistan,8/9/2021,3785.023
Afghanistan,8/10/2021,3790.922
Afghanistan,8/11/2021,3797.901
Afghanistan,8/12/2021,3804.729
Afghanistan,8/13/2021,3809.925
Afghanistan,8/14/2021,3814.218
Afghanistan,8/15/2021,3816.527
Afghanistan,8/16/2021,3819.264
Afghanistan,8/17/2021,3821.799
Afghanistan,8/18/2021,3824.811
Afghanistan,8/19/2021,3826.016
Afghanistan,8/20/2021,3826.945
Afghanistan,8/21/2021,3828.175
Afghanistan,8/22/2021,3828.527
Afghanistan,8/23/2021,3830.334
Afghanistan,8/24/2021,3832.267
Afghanistan,8/25/2021,3833.824
Afghanistan,8/26/2021,3836.334
Afghanistan,8/27/2021,3839.798
Afghanistan,8/28/2021,3840.978
Afghanistan,8/29/2021,3841.631
Afghanistan,8/30/2021,3844.517
Afghanistan,8/31/2021,3846.325
Afghanistan,9/1/2021,3847.329
Afghanistan,9/2/2021,3848.484
Afghanistan,9/3/2021,3850.216
Afghanistan,9/4/2021,3850.718
Afghanistan,9/5/2021,3851.421
Afghanistan,9/6/2021,3854.207
Afghanistan,9/7/2021,3856.517
Afghanistan,9/8/2021,3859.278
Afghanistan,9/9/2021,3861.889
Afghanistan,9/10/2021,3864.952
Afghanistan,9/11/2021,3865.454
Afghanistan,9/12/2021,3865.654
Afghanistan,9/13/2021,3868.265
Afghanistan,9/14/2021,3870.424
Afghanistan,9/15/2021,3873.01
Afghanistan,9/16/2021,3874.968
Afghanistan,9/17/2021,3878.131
Afghanistan,9/18/2021,3878.131
Afghanistan,9/19/2021,3878.131
Afghanistan,9/20/2021,3880.591
Afghanistan,9/21/2021,3883.779
Afghanistan,9/22/2021,3884.909
Afghanistan,9/23/2021,3885.988
Afghanistan,9/24/2021,3890.005
Afghanistan,9/25/2021,3890.005
Afghanistan,9/26/2021,3890.005
Afghanistan,9/27/2021,3892.816
Afghanistan,9/28/2021,3893.343
Afghanistan,9/29/2021,3894.222
Afghanistan,9/30/2021,3895.377
Afghanistan,10/1/2021,3895.804
Afghanistan,10/2/2021,3895.804
Afghanistan,10/3/2021,3895.804
Afghanistan,10/4/2021,3898.213
Afghanistan,10/5/2021,3898.766
Afghanistan,10/6/2021,3900.548
Afghanistan,10/7/2021,3901.778
Afghanistan,10/8/2021,3902.255
Afghanistan,10/9/2021,3902.707
Afghanistan,10/10/2021,3903.761
Afghanistan,10/11/2021,3904.565
Afghanistan,10/12/2021,3906.046
Afghanistan,10/13/2021,3906.749
Afghanistan,10/14/2021,3908.129
Afghanistan,10/15/2021,3908.28
Afghanistan,10/16/2021,3909.56
Afghanistan,10/17/2021,3910.188
Afghanistan,10/18/2021,3910.489
Afghanistan,10/19/2021,3911.117
Afghanistan,10/20/2021,3912.572
Afghanistan,10/21/2021,3913.376
Afghanistan,10/22/2021,3914.38
Afghanistan,10/23/2021,3914.606
Afghanistan,10/24/2021,3914.706
Afghanistan,10/25/2021,3917.116
Afghanistan,10/26/2021,3917.894
Afghanistan,10/27/2021,3919.225
Afghanistan,10/28/2021,3920.279
Afghanistan,10/29/2021,3921.032
Afghanistan,10/30/2021,3921.384
Afghanistan,10/31/2021,3922.388
Afghanistan,11/1/2021,3923.241
Afghanistan,11/2/2021,3923.819
Afghanistan,11/3/2021,3924.22
Afghanistan,11/4/2021,3925.225
Afghanistan,11/5/2021,3925.953
Afghanistan,11/6/2021,3926.078
Afghanistan,11/7/2021,3926.078
Afghanistan,11/8/2021,3926.078
Afghanistan,11/9/2021,3926.078
Afghanistan,11/10/2021,3926.505
Afghanistan,11/11/2021,3927.559
Afghanistan,11/12/2021,3928.337
Afghanistan,11/13/2021,3928.915
Afghanistan,11/14/2021,3929.969
Afghanistan,11/15/2021,3931.425
Afghanistan,11/16/2021,3932.404
Afghanistan,11/17/2021,3934.663
Afghanistan,11/18/2021,3934.663
Afghanistan,11/19/2021,3936.496
Afghanistan,11/20/2021,3937.801
Afghanistan,11/21/2021,3938.605
Afghanistan,11/22/2021,3938.981
Afghanistan,11/23/2021,3941.592
Afghanistan,11/24/2021,3942.019
Afghanistan,11/25/2021,3944.83
Afghanistan,11/26/2021,3945.508
Afghanistan,11/27/2021,3945.985
Afghanistan,11/28/2021,3946.688
Afghanistan,11/29/2021,3947.742
Afghanistan,11/30/2021,3948.47
Africa,2/13/2020,
Africa,2/14/2020,0.001
Africa,2/15/2020,0.001
Africa,2/16/2020,0.001
Africa,2/17/2020,0.001
Africa,2/18/2020,0.001
Africa,2/19/2020,0.001
Africa,2/20/2020,0.001
Africa,2/21/2020,0.001
Africa,2/22/2020,0.001
Africa,2/23/2020,0.001
Africa,2/24/2020,0.001
Africa,2/25/2020,0.001
Africa,2/26/2020,0.001
Africa,2/27/2020,0.001
Africa,2/28/2020,0.002
Africa,2/29/2020,0.002
Africa,3/1/2020,0.003
Africa,3/2/2020,0.006
Africa,3/3/2020,0.008
Africa,3/4/2020,0.015
Africa,3/5/2020,0.017
Africa,3/6/2020,0.031
Africa,3/7/2020,0.031
Africa,3/8/2020,0.06
Africa,3/9/2020,0.066
Africa,3/10/2020,0.076
Africa,3/11/2020,0.086
Africa,3/12/2020,0.098
Africa,3/13/2020,0.128
Africa,3/14/2020,0.183
Africa,3/15/2020,0.231
Africa,3/16/2020,0.294
Africa,3/17/2020,0.358
Africa,3/18/2020,0.444
Africa,3/19/2020,0.574
Africa,3/20/2020,0.71
Africa,3/21/2020,0.853
Africa,3/22/2020,1.046
Africa,3/23/2020,1.324
Africa,3/24/2020,1.638
Africa,3/25/2020,2.019
Africa,3/26/2020,2.422
Africa,3/27/2020,2.829
Africa,3/28/2020,3.075
Africa,3/29/2020,3.484
Africa,3/30/2020,3.783
Africa,3/31/2020,4.208
Africa,4/1/2020,4.644
Africa,4/2/2020,5.119
Africa,4/3/2020,5.761
Africa,4/4/2020,6.253
Africa,4/5/2020,6.767
Africa,4/6/2020,7.279
Africa,4/7/2020,7.741
Africa,4/8/2020,8.314
Africa,4/9/2020,8.917
Africa,4/10/2020,9.396
Africa,4/11/2020,9.913
Africa,4/12/2020,10.549
Africa,4/13/2020,11.107
Africa,4/14/2020,11.814
Africa,4/15/2020,12.517
Africa,4/16/2020,13.367
Africa,4/17/2020,14.389
Africa,4/18/2020,15.342
Africa,4/19/2020,16.215
Africa,4/20/2020,17.06
Africa,4/21/2020,17.843
Africa,4/22/2020,18.865
Africa,4/23/2020,19.912
Africa,4/24/2020,21.152
Africa,4/25/2020,22.058
Africa,4/26/2020,23.174
Africa,4/27/2020,24.148
Africa,4/28/2020,25.327
Africa,4/29/2020,26.798
Africa,4/30/2020,28.215
Africa,5/1/2020,29.464
Africa,5/2/2020,31.092
Africa,5/3/2020,32.252
Africa,5/4/2020,34.184
Africa,5/5/2020,35.671
Africa,5/6/2020,37.521
Africa,5/7/2020,39.332
Africa,5/8/2020,41.971
Africa,5/9/2020,44.054
Africa,5/10/2020,45.931
Africa,5/11/2020,48.158
Africa,5/12/2020,50.464
Africa,5/13/2020,52.586
Africa,5/14/2020,54.856
Africa,5/15/2020,56.986
Africa,5/16/2020,59.173
Africa,5/17/2020,61.586
Africa,5/18/2020,64.256
Africa,5/19/2020,66.448
Africa,5/20/2020,69.209
Africa,5/21/2020,72.627
Africa,5/22/2020,75.443
Africa,5/23/2020,78.257
Africa,5/24/2020,81.258
Africa,5/25/2020,84.262
Africa,5/26/2020,86.964
Africa,5/27/2020,90.663
Africa,5/28/2020,94.242
Africa,5/29/2020,98.426
Africa,5/30/2020,102.88
Africa,5/31/2020,106.7
Africa,6/1/2020,110.912
Africa,6/2/2020,114.463
Africa,6/3/2020,118.174
Africa,6/4/2020,123.348
Africa,6/5/2020,128.582
Africa,6/6/2020,133.385
Africa,6/7/2020,137.996
Africa,6/8/2020,142.839
Africa,6/9/2020,147.549
Africa,6/10/2020,152.315
Africa,6/11/2020,157.705
Africa,6/12/2020,163.587
Africa,6/13/2020,169.475
Africa,6/14/2020,175.867
Africa,6/15/2020,182.851
Africa,6/16/2020,188.415
Africa,6/17/2020,194.776
Africa,6/18/2020,200.772
Africa,6/19/2020,207.916
Africa,6/20/2020,216.179
