location,date,total_cases_per_million
Sweden,12/17/2020,35183.111
Sweden,12/18/2020,36133.293
Sweden,12/19/2020,36133.293
Sweden,12/20/2020,36133.293
Sweden,12/21/2020,36133.293
Sweden,12/22/2020,38330.01
Sweden,12/23/2020,38980.492
Sweden,12/24/2020,38980.492
Sweden,12/25/2020,38980.492
Sweden,12/26/2020,38980.492
Sweden,12/27/2020,38980.492
Sweden,12/28/2020,38980.492
Sweden,12/29/2020,42177.785
Sweden,12/30/2020,43048.44
Sweden,12/31/2020,43048.44
Sweden,1/1/2021,43048.44
Sweden,1/2/2021,43048.44
Sweden,1/3/2021,43048.44
Sweden,1/4/2021,43048.44
Sweden,1/5/2021,46234.316
Sweden,1/6/2021,46234.316
Sweden,1/7/2021,47468.155
Sweden,1/8/2021,48175.526
Sweden,1/9/2021,48175.526
Sweden,1/10/2021,48175.526
Sweden,1/11/2021,48175.526
Sweden,1/12/2021,49887.605
Sweden,1/13/2021,50412.892
Sweden,1/14/2021,51060.52
Sweden,1/15/2021,51523.406
Sweden,1/16/2021,51523.406
Sweden,1/17/2021,51523.406
Sweden,1/18/2021,51523.406
Sweden,1/19/2021,52485.891
Sweden,1/20/2021,52948.679
Sweden,1/21/2021,53439.321
Sweden,1/22/2021,53854.078
Sweden,1/23/2021,53854.078
Sweden,1/24/2021,53854.078
Sweden,1/25/2021,53854.078
Sweden,1/26/2021,54751.997
Sweden,1/27/2021,55163.704
Sweden,1/28/2021,55565.764
Sweden,1/29/2021,55801.981
Sweden,1/30/2021,55801.981
Sweden,1/31/2021,55801.981
Sweden,2/1/2021,55801.981
Sweden,2/2/2021,56751.671
Sweden,2/3/2021,57175.877
Sweden,2/4/2021,57545.753
Sweden,2/5/2021,57879.212
Sweden,2/6/2021,57879.212
Sweden,2/7/2021,57879.212
Sweden,2/8/2021,57879.212
Sweden,2/9/2021,58677.625
Sweden,2/10/2021,59078.209
Sweden,2/11/2021,59504.679
Sweden,2/12/2021,59882.035
Sweden,2/13/2021,59882.035
Sweden,2/14/2021,59882.035
Sweden,2/15/2021,59882.035
Sweden,2/16/2021,60812.926
Sweden,2/17/2021,61229.554
Sweden,2/18/2021,61713.798
Sweden,2/19/2021,62121.666
Sweden,2/20/2021,62121.666
Sweden,2/21/2021,62121.666
Sweden,2/22/2021,62121.666
Sweden,2/23/2021,63197.731
Sweden,2/24/2021,63726.365
Sweden,2/25/2021,64217.991
Sweden,2/26/2021,64694.755
Sweden,2/27/2021,64694.755
Sweden,2/28/2021,64694.755
Sweden,3/1/2021,64694.755
Sweden,3/2/2021,65856.548
Sweden,3/3/2021,66464.708
Sweden,3/4/2021,66940.882
Sweden,3/5/2021,67416.366
Sweden,3/6/2021,67416.366
Sweden,3/7/2021,67416.366
Sweden,3/8/2021,67416.366
Sweden,3/9/2021,68500.404
Sweden,3/10/2021,69082.777
Sweden,3/11/2021,69604.423
Sweden,3/12/2021,70129.513
Sweden,3/13/2021,70129.513
Sweden,3/14/2021,70129.513
Sweden,3/15/2021,70129.513
Sweden,3/16/2021,71385.595
Sweden,3/17/2021,72053.006
Sweden,3/18/2021,72689.512
Sweden,3/19/2021,73253.972
Sweden,3/20/2021,73253.972
Sweden,3/21/2021,73253.972
Sweden,3/22/2021,73253.972
Sweden,3/23/2021,74638.104
Sweden,3/24/2021,75390.946
Sweden,3/25/2021,76149.399
Sweden,3/26/2021,76772.224
Sweden,3/27/2021,76772.224
Sweden,3/28/2021,76772.224
Sweden,3/29/2021,76772.224
Sweden,3/30/2021,78389.029
Sweden,3/31/2021,79219.823
Sweden,4/1/2021,80037.232
Sweden,4/2/2021,80037.232
Sweden,4/3/2021,80037.232
Sweden,4/4/2021,80037.232
Sweden,4/5/2021,80037.232
Sweden,4/6/2021,82183.064
Sweden,4/7/2021,82853.723
Sweden,4/8/2021,83623.593
Sweden,4/9/2021,84388.542
Sweden,4/10/2021,84388.542
Sweden,4/11/2021,84388.542
Sweden,4/12/2021,84388.542
Sweden,4/13/2021,86268.926
Sweden,4/14/2021,87142.829
Sweden,4/15/2021,87841.145
Sweden,4/16/2021,88594.873
Sweden,4/17/2021,88594.873
Sweden,4/18/2021,88594.873
Sweden,4/19/2021,88594.873
Sweden,4/20/2021,90237.761
Sweden,4/21/2021,90976.923
Sweden,4/22/2021,91738.328
Sweden,4/23/2021,92355.149
Sweden,4/24/2021,92355.149
Sweden,4/25/2021,92355.149
Sweden,4/26/2021,92355.149
Sweden,4/27/2021,93822.744
Sweden,4/28/2021,94537.891
Sweden,4/29/2021,95242.407
Sweden,4/30/2021,95825.666
Sweden,5/1/2021,95825.666
Sweden,5/2/2021,95825.666
Sweden,5/3/2021,95825.666
Sweden,5/4/2021,97297.099
Sweden,5/5/2021,97990.1
Sweden,5/6/2021,98632.413
Sweden,5/7/2021,99190.574
Sweden,5/8/2021,99190.574
Sweden,5/9/2021,99190.574
Sweden,5/10/2021,99190.574
Sweden,5/11/2021,100550.001
Sweden,5/12/2021,101173.023
Sweden,5/13/2021,101173.023
Sweden,5/14/2021,102077.733
Sweden,5/15/2021,102077.733
Sweden,5/16/2021,102077.733
Sweden,5/17/2021,102077.733
Sweden,5/18/2021,103063.643
Sweden,5/19/2021,103518.262
Sweden,5/20/2021,103853.985
Sweden,5/21/2021,104165.791
Sweden,5/22/2021,104165.791
Sweden,5/23/2021,104165.791
Sweden,5/24/2021,104165.791
Sweden,5/25/2021,104759.679
Sweden,5/26/2021,105028.573
Sweden,5/27/2021,105163.02
Sweden,5/28/2021,105163.02
Sweden,5/29/2021,105163.02
Sweden,5/30/2021,105163.02
Sweden,5/31/2021,105163.02
Sweden,6/1/2021,105163.02
Sweden,6/2/2021,105163.02
Sweden,6/3/2021,106001.589
Sweden,6/4/2021,106106.804
Sweden,6/5/2021,106106.804
Sweden,6/6/2021,106106.804
Sweden,6/7/2021,106106.804
Sweden,6/8/2021,106369.694
Sweden,6/9/2021,106484.357
Sweden,6/10/2021,106566.147
Sweden,6/11/2021,106637.701
Sweden,6/12/2021,106637.701
Sweden,6/13/2021,106637.701
Sweden,6/14/2021,106637.701
Sweden,6/15/2021,106753.841
Sweden,6/16/2021,106753.841
Sweden,6/17/2021,106753.841
Sweden,6/18/2021,106753.841
Sweden,6/19/2021,106753.841
Sweden,6/20/2021,106753.841
Sweden,6/21/2021,106753.841
Sweden,6/22/2021,107086.316
Sweden,6/23/2021,107135.922
Sweden,6/24/2021,107173.126
Sweden,6/25/2021,107173.126
Sweden,6/26/2021,107173.126
Sweden,6/27/2021,107173.126
Sweden,6/28/2021,107173.126
Sweden,6/29/2021,107256.491
Sweden,6/30/2021,107280.801
Sweden,7/1/2021,107336.214
Sweden,7/2/2021,107368.398
Sweden,7/3/2021,107368.398
Sweden,7/4/2021,107368.398
Sweden,7/5/2021,107368.398
Sweden,7/6/2021,107452.059
Sweden,7/7/2021,107486.802
Sweden,7/8/2021,107508.947
Sweden,7/9/2021,107531.782
Sweden,7/10/2021,107531.782
Sweden,7/11/2021,107531.782
Sweden,7/12/2021,107531.782
Sweden,7/13/2021,107597.627
Sweden,7/14/2021,107633.749
Sweden,7/15/2021,107667.902
Sweden,7/16/2021,107703.728
Sweden,7/17/2021,107703.728
Sweden,7/18/2021,107703.728
Sweden,7/19/2021,107703.728
Sweden,7/20/2021,107801.364
Sweden,7/21/2021,107848.509
Sweden,7/22/2021,107905.89
Sweden,7/23/2021,107950.968
Sweden,7/24/2021,107950.968
Sweden,7/25/2021,107950.968
Sweden,7/26/2021,107950.968
Sweden,7/27/2021,108084.332
Sweden,7/28/2021,108147.422
Sweden,7/29/2021,108208.346
Sweden,7/30/2021,108269.959
Sweden,7/31/2021,108269.959
Sweden,8/1/2021,108269.959
Sweden,8/2/2021,108269.959
Sweden,8/3/2021,108453.027
Sweden,8/4/2021,108544.463
Sweden,8/5/2021,108629.501
Sweden,8/6/2021,108712.669
Sweden,8/7/2021,108712.669
Sweden,8/8/2021,108712.669
Sweden,8/9/2021,108712.669
Sweden,8/10/2021,108937.37
Sweden,8/11/2021,109059.022
Sweden,8/12/2021,109162.859
Sweden,8/13/2021,109264.727
Sweden,8/14/2021,109264.727
Sweden,8/15/2021,109264.727
Sweden,8/16/2021,109264.727
Sweden,8/17/2021,109541.396
Sweden,8/18/2021,109671.315
Sweden,8/19/2021,109798.085
Sweden,8/20/2021,109898.28
Sweden,8/21/2021,109898.28
Sweden,8/22/2021,109898.28
Sweden,8/23/2021,109898.28
Sweden,8/24/2021,110171.307
Sweden,8/25/2021,110296.305
Sweden,8/26/2021,110445.024
Sweden,8/27/2021,110570.415
Sweden,8/28/2021,110570.415
Sweden,8/29/2021,110570.415
Sweden,8/30/2021,110570.415
Sweden,8/31/2021,110905.056
Sweden,9/1/2021,111013.715
Sweden,9/2/2021,111133.202
Sweden,9/3/2021,111270.404
Sweden,9/4/2021,111270.404
Sweden,9/5/2021,111270.404
Sweden,9/6/2021,111270.404
Sweden,9/7/2021,111558.195
Sweden,9/8/2021,111726.598
Sweden,9/9/2021,111861.931
Sweden,9/10/2021,112007.794
Sweden,9/11/2021,112007.794
Sweden,9/12/2021,112007.794
Sweden,9/13/2021,112007.794
Sweden,9/14/2021,112367.631
Sweden,9/15/2021,112475.602
Sweden,9/16/2021,112594.006
Sweden,9/17/2021,112693.315
Sweden,9/18/2021,112693.315
Sweden,9/19/2021,112693.315
Sweden,9/20/2021,112693.315
Sweden,9/21/2021,112888.785
Sweden,9/22/2021,112978.448
Sweden,9/23/2021,113053.447
Sweden,9/24/2021,113128.84
Sweden,9/25/2021,113128.84
Sweden,9/26/2021,113128.84
Sweden,9/27/2021,113128.84
Sweden,9/28/2021,113302.656
Sweden,9/29/2021,113386.71
Sweden,9/30/2021,113471.256
Sweden,10/1/2021,113546.944
Sweden,10/2/2021,113546.944
Sweden,10/3/2021,113546.944
Sweden,10/4/2021,113546.944
Sweden,10/5/2021,113731.882
Sweden,10/6/2021,113802.156
Sweden,10/7/2021,113884.34
Sweden,10/8/2021,113957.075
Sweden,10/9/2021,113957.075
Sweden,10/10/2021,113957.075
Sweden,10/11/2021,113957.075
Sweden,10/12/2021,114128.135
Sweden,10/13/2021,114217.209
Sweden,10/14/2021,114295.849
Sweden,10/15/2021,114361.695
Sweden,10/16/2021,114361.695
Sweden,10/17/2021,114361.695
Sweden,10/18/2021,114361.695
Sweden,10/19/2021,114525.275
Sweden,10/20/2021,114604.703
Sweden,10/21/2021,114682.654
Sweden,10/22/2021,114761.59
Sweden,10/23/2021,114761.59
Sweden,10/24/2021,114761.59
Sweden,10/25/2021,114761.59
Sweden,10/26/2021,114985.504
Sweden,10/27/2021,115109.419
Sweden,10/28/2021,115197.213
Sweden,10/29/2021,115304.495
Sweden,10/30/2021,115304.495
Sweden,10/31/2021,115304.495
Sweden,11/1/2021,115304.495
Sweden,11/2/2021,115576.242
Sweden,11/3/2021,115689.627
Sweden,11/4/2021,115772.696
Sweden,11/5/2021,115853.896
Sweden,11/6/2021,115853.896
Sweden,11/7/2021,115853.896
Sweden,11/8/2021,115853.896
Sweden,11/9/2021,116060.388
Sweden,11/10/2021,116190.898
Sweden,11/11/2021,116290.7
Sweden,11/12/2021,116383.12
Sweden,11/13/2021,116383.12
Sweden,11/14/2021,116383.12
Sweden,11/15/2021,116383.12
Sweden,11/16/2021,116641.186
Sweden,11/17/2021,116768.547
Sweden,11/18/2021,116888.623
Sweden,11/19/2021,116999.645
Sweden,11/20/2021,116999.645
Sweden,11/21/2021,116999.645
Sweden,11/22/2021,116999.645
Sweden,11/23/2021,117376.116
Sweden,11/24/2021,117580.443
Sweden,11/25/2021,117782.409
Sweden,11/26/2021,117995.004
Sweden,11/27/2021,117995.004
Sweden,11/28/2021,117995.004
Sweden,11/29/2021,117995.004
Sweden,11/30/2021,118586.628
Switzerland,2/25/2020,0.115
Switzerland,2/26/2020,0.115
Switzerland,2/27/2020,0.918
Switzerland,2/28/2020,0.918
Switzerland,2/29/2020,2.065
Switzerland,3/1/2020,3.098
Switzerland,3/2/2020,4.819
Switzerland,3/3/2020,6.425
Switzerland,3/4/2020,10.326
Switzerland,3/5/2020,13.08
Switzerland,3/6/2020,24.554
Switzerland,3/7/2020,30.75
Switzerland,3/8/2020,38.667
Switzerland,3/9/2020,42.912
Switzerland,3/10/2020,56.336
Switzerland,3/11/2020,74.809
Switzerland,3/12/2020,74.809
Switzerland,3/13/2020,130.687
Switzerland,3/14/2020,155.929
Switzerland,3/15/2020,252.424
Switzerland,3/16/2020,252.424
Switzerland,3/17/2020,309.793
Switzerland,3/18/2020,347.427
Switzerland,3/19/2020,467.558
Switzerland,3/20/2020,607.424
Switzerland,3/21/2020,754.404
Switzerland,3/22/2020,857.553
Switzerland,3/23/2020,1009.122
Switzerland,3/24/2020,1133.269
Switzerland,3/25/2020,1250.302
Switzerland,3/26/2020,1355.173
Switzerland,3/27/2020,1483.335
Switzerland,3/28/2020,1615.055
Switzerland,3/29/2020,1701.453
Switzerland,3/30/2020,1826.861
Switzerland,3/31/2020,1905.228
Switzerland,4/1/2020,2038.668
Switzerland,4/2/2020,2160.176
Switzerland,4/3/2020,2249.557
Switzerland,4/4/2020,2352.707
Switzerland,4/5/2020,2420.976
Switzerland,4/6/2020,2484.885
Switzerland,4/7/2020,2553.269
Switzerland,4/8/2020,2671.105
Switzerland,4/9/2020,2759.568
Switzerland,4/10/2020,2816.937
Switzerland,4/11/2020,2880.732
Switzerland,4/12/2020,2916.071
Switzerland,4/13/2020,2947.395
Switzerland,4/14/2020,2975.85
Switzerland,4/15/2020,3021.745
Switzerland,4/16/2020,3067.181
Switzerland,4/17/2020,3106.881
Switzerland,4/18/2020,3144.285
Switzerland,4/19/2020,3182.837
Switzerland,4/20/2020,3206.244
Switzerland,4/21/2020,3219.898
Switzerland,4/22/2020,3243.419
Switzerland,4/23/2020,3269.579
Switzerland,4/24/2020,3290.347
Switzerland,4/25/2020,3315.245
Switzerland,4/26/2020,3334.407
Switzerland,4/27/2020,3346.225
Switzerland,4/28/2020,3357.698
Switzerland,4/29/2020,3374.106
Switzerland,4/30/2020,3394.644
Switzerland,5/1/2020,3408.298
Switzerland,5/2/2020,3421.149
Switzerland,5/3/2020,3431.246
Switzerland,5/4/2020,3439.966
Switzerland,5/5/2020,3443.178
Switzerland,5/6/2020,3449.03
Switzerland,5/7/2020,3456.603
Switzerland,5/8/2020,3465.896
Switzerland,5/9/2020,3470.945
Switzerland,5/10/2020,3477.141
Switzerland,5/11/2020,3481.616
Switzerland,5/12/2020,3485.746
Switzerland,5/13/2020,3489.533
Switzerland,5/14/2020,3495.269
Switzerland,5/15/2020,3501.121
Switzerland,5/16/2020,3507.776
Switzerland,5/17/2020,3509.497
Switzerland,5/18/2020,3510.644
Switzerland,5/19/2020,3513.054
Switzerland,5/20/2020,3517.643
Switzerland,5/21/2020,3521.774
Switzerland,5/22/2020,3523.266
Switzerland,5/23/2020,3525.331
Switzerland,5/24/2020,3526.593
Switzerland,5/25/2020,3527.74
Switzerland,5/26/2020,3529.461
Switzerland,5/27/2020,3531.183
Switzerland,5/28/2020,3533.477
Switzerland,5/29/2020,3537.149
Switzerland,5/30/2020,3539.099
Switzerland,5/31/2020,3541.05
Switzerland,6/1/2020,3542.083
Switzerland,6/2/2020,3542.427
Switzerland,6/3/2020,3544.607
Switzerland,6/4/2020,3546.902
Switzerland,6/5/2020,3549.541
Switzerland,6/6/2020,3551.835
Switzerland,6/7/2020,3552.868
Switzerland,6/8/2020,3553.671
Switzerland,6/9/2020,3555.507
Switzerland,6/10/2020,3558.146
Switzerland,6/11/2020,3561.932
Switzerland,6/12/2020,3564.112
Switzerland,6/13/2020,3567.669
Switzerland,6/14/2020,3570.308
Switzerland,6/15/2020,3571.915
Switzerland,6/16/2020,3574.554
Switzerland,6/17/2020,3578.34
Switzerland,6/18/2020,3579.832
Switzerland,6/19/2020,3583.847
Switzerland,6/20/2020,3584.765
Switzerland,6/21/2020,3590.387
Switzerland,6/22/2020,3592.453
Switzerland,6/23/2020,3594.977
Switzerland,6/24/2020,3600.025
Switzerland,6/25/2020,3605.992
Switzerland,6/26/2020,3612.647
Switzerland,6/27/2020,3620.564
Switzerland,6/28/2020,3627.677
Switzerland,6/29/2020,3631.693
Switzerland,6/30/2020,3638.807
Switzerland,7/1/2020,3654.526
Switzerland,7/2/2020,3667.836
Switzerland,7/3/2020,3683.211
Switzerland,7/4/2020,3694.34
Switzerland,7/5/2020,3702.372
Switzerland,7/6/2020,3707.765
Switzerland,7/7/2020,3713.96
Switzerland,7/8/2020,3728.762
Switzerland,7/9/2020,3738.859
Switzerland,7/10/2020,3750.791
Switzerland,7/11/2020,3765.363
Switzerland,7/12/2020,3772.936
Switzerland,7/13/2020,3780.164
Switzerland,7/14/2020,3788.196
Switzerland,7/15/2020,3803.341
Switzerland,7/16/2020,3819.634
Switzerland,7/17/2020,3830.19
Switzerland,7/18/2020,3842.811
Switzerland,7/19/2020,3854.171
Switzerland,7/20/2020,3859.104
Switzerland,7/21/2020,3871.496
Switzerland,7/22/2020,3887.674
Switzerland,7/23/2020,3901.098
Switzerland,7/24/2020,3918.768
Switzerland,7/25/2020,3935.749
Switzerland,7/26/2020,3948.371
Switzerland,7/27/2020,3955.829
Switzerland,7/28/2020,3970.974
Switzerland,7/29/2020,3993.118
Switzerland,7/30/2020,4018.361
Switzerland,7/31/2020,4042.456
Switzerland,8/1/2020,4063.109
Switzerland,8/2/2020,4078.943
Switzerland,8/3/2020,4086.515
Switzerland,8/4/2020,4101.431
Switzerland,8/5/2020,4122.199
Switzerland,8/6/2020,4142.967
Switzerland,8/7/2020,4161.439
Switzerland,8/8/2020,4182.322
Switzerland,8/9/2020,4199.762
Switzerland,8/10/2020,4211.809
Switzerland,8/11/2020,4233.265
Switzerland,8/12/2020,4264.704
Switzerland,8/13/2020,4291.552
Switzerland,8/14/2020,4322.302
Switzerland,8/15/2020,4351.331
Switzerland,8/16/2020,4374.279
Switzerland,8/17/2020,4388.965
Switzerland,8/18/2020,4411.569
Switzerland,8/19/2020,4447.252
Switzerland,8/20/2020,4477.773
Switzerland,8/21/2020,4512.882
Switzerland,8/22/2020,4546.73
Switzerland,8/23/2020,4578.398
Switzerland,8/24/2020,4596.412
Switzerland,8/25/2020,4619.589
Switzerland,8/26/2020,4663.534
Switzerland,8/27/2020,4704.954
Switzerland,8/28/2020,4743.965
Switzerland,8/29/2020,4787.107
Switzerland,8/30/2020,4820.61
Switzerland,8/31/2020,4839.313
Switzerland,9/1/2020,4864.096
Switzerland,9/2/2020,4906.549
Switzerland,9/3/2020,4948.314
Switzerland,9/4/2020,4994.783
Switzerland,9/5/2020,5043.547
Switzerland,9/6/2020,5094.49
Switzerland,9/7/2020,5116.405
Switzerland,9/8/2020,5144.516
Switzerland,9/9/2020,5198.328
Switzerland,9/10/2020,5244.797
Switzerland,9/11/2020,5305.379
Switzerland,9/12/2020,5358.732
Switzerland,9/13/2020,5413.233
Switzerland,9/14/2020,5442.721
Switzerland,9/15/2020,5478.863
Switzerland,9/16/2020,5537.839
Switzerland,9/17/2020,5598.65
Switzerland,9/18/2020,5654.642
Switzerland,9/19/2020,5654.642
Switzerland,9/20/2020,5654.642
Switzerland,9/21/2020,5780.28
Switzerland,9/22/2020,5813.096
Switzerland,9/23/2020,5863.236
Switzerland,9/24/2020,5908.099
Switzerland,9/25/2020,5950.781
Switzerland,9/26/2020,5950.781
Switzerland,9/27/2020,5950.781
Switzerland,9/28/2020,6040.507
Switzerland,9/29/2020,6066.323
Switzerland,9/30/2020,6113.48
Switzerland,10/1/2020,6176.586
Switzerland,10/2/2020,6239.922
Switzerland,10/3/2020,6239.922
Switzerland,10/4/2020,6239.922
Switzerland,10/5/2020,6417.536
Switzerland,10/6/2020,6497.853
Switzerland,10/7/2020,6621.426
Switzerland,10/8/2020,6755.899
Switzerland,10/9/2020,6926.515
Switzerland,10/10/2020,6926.515
Switzerland,10/11/2020,6926.515
Switzerland,10/12/2020,7393.27
Switzerland,10/13/2020,7559.067
Switzerland,10/14/2020,7882.973
Switzerland,10/15/2020,8182.783
Switzerland,10/16/2020,8539.046
Switzerland,10/17/2020,8539.046
Switzerland,10/18/2020,8539.046
Switzerland,10/19/2020,9541.513
Switzerland,10/20/2020,9886.646
Switzerland,10/21/2020,10528.72
Switzerland,10/22/2020,11131.784
Switzerland,10/23/2020,11892.958
Switzerland,10/24/2020,11892.958
Switzerland,10/25/2020,11892.958
Switzerland,10/26/2020,13893.992
Switzerland,10/27/2020,14576.569
Switzerland,10/28/2020,15565.153
Switzerland,10/29/2020,16642.086
Switzerland,10/30/2020,17698.48
Switzerland,10/31/2020,17698.48
Switzerland,11/1/2020,17698.48
Switzerland,11/2/2020,20214.23
Switzerland,11/3/2020,20917.116
Switzerland,11/4/2020,22072.874
Switzerland,11/5/2020,23234.942
Switzerland,11/6/2020,24314.514
Switzerland,11/7/2020,24314.514
Switzerland,11/8/2020,24314.514
Switzerland,11/9/2020,26300.517
Switzerland,11/10/2020,26986.652
Switzerland,11/11/2020,27935.536
Switzerland,11/12/2020,28729.984
Switzerland,11/13/2020,29503.204
Switzerland,11/14/2020,29503.204
Switzerland,11/15/2020,29503.204
Switzerland,11/16/2020,30976.328
Switzerland,11/17/2020,31499.534
Switzerland,11/18/2020,32201.043
Switzerland,11/19/2020,32775.537
Switzerland,11/20/2020,33343.033
Switzerland,11/21/2020,33343.033
Switzerland,11/22/2020,33343.033
Switzerland,11/23/2020,34461.845
Switzerland,11/24/2020,34948.449
Switzerland,11/25/2020,35507.913
Switzerland,11/26/2020,36025.267
Switzerland,11/27/2020,36520.018
Switzerland,11/28/2020,36520.018
Switzerland,11/29/2020,36520.018
Switzerland,11/30/2020,37527.649
Switzerland,12/1/2020,37963.884
Switzerland,12/2/2020,38513.021
Switzerland,12/3/2020,39024.179
Switzerland,12/4/2020,39526.962
Switzerland,12/5/2020,39526.962
Switzerland,12/6/2020,39526.962
Switzerland,12/7/2020,40652.429
Switzerland,12/8/2020,41141.443
Switzerland,12/9/2020,41725.001
Switzerland,12/10/2020,42303.397
Switzerland,12/11/2020,42892.692
Switzerland,12/12/2020,42892.692
Switzerland,12/13/2020,42892.692
Switzerland,12/14/2020,44123.374
Switzerland,12/15/2020,44613.421
Switzerland,12/16/2020,45258.823
Switzerland,12/17/2020,45839.169
Switzerland,12/18/2020,46352.966
Switzerland,12/19/2020,46352.966
Switzerland,12/20/2020,46352.966
Switzerland,12/21/2020,47500.578
Switzerland,12/22/2020,47991.083
Switzerland,12/23/2020,48568.561
Switzerland,12/24/2020,49130.548
Switzerland,12/25/2020,49130.548
Switzerland,12/26/2020,49130.548
Switzerland,12/27/2020,49130.548
Switzerland,12/28/2020,50287.913
Switzerland,12/29/2020,50769.469
Switzerland,12/30/2020,51391.809
Switzerland,12/31/2020,51895.624
Switzerland,1/1/2021,51895.624
Switzerland,1/2/2021,51895.624
Switzerland,1/3/2021,51895.624
Switzerland,1/4/2021,53004.569
Switzerland,1/5/2021,53465.816
Switzerland,1/6/2021,54017.477
Switzerland,1/7/2021,54473.562
Switzerland,1/8/2021,54842.904
Switzerland,1/9/2021,54842.904
Switzerland,1/10/2021,54842.904
Switzerland,1/11/2021,55591.341
Switzerland,1/12/2021,55918.46
Switzerland,1/13/2021,56262.789
Switzerland,1/14/2021,56546.651
Switzerland,1/15/2021,56821.564
Switzerland,1/16/2021,56821.564
Switzerland,1/17/2021,56821.564
Switzerland,1/18/2021,57361.178
Switzerland,1/19/2021,57620.486
Switzerland,1/20/2021,57933.377
Switzerland,1/21/2021,58186.375
Switzerland,1/22/2021,58433.75
Switzerland,1/23/2021,58433.75
Switzerland,1/24/2021,58433.75
Switzerland,1/25/2021,58929.419
Switzerland,1/26/2021,59145.586
Switzerland,1/27/2021,59400.534
Switzerland,1/28/2021,59595.474
Switzerland,1/29/2021,59815.313
Switzerland,1/30/2021,59815.313
Switzerland,1/31/2021,59815.313
Switzerland,2/1/2021,60248.449
Switzerland,2/2/2021,60435.817
Switzerland,2/3/2021,60641.887
Switzerland,2/4/2021,60844.4
Switzerland,2/5/2021,61026.145
Switzerland,2/6/2021,61026.145
Switzerland,2/7/2021,61026.145
Switzerland,2/8/2021,61402.486
Switzerland,2/9/2021,61558.874
Switzerland,2/10/2021,61742.685
Switzerland,2/11/2021,61898.27
Switzerland,2/12/2021,62042.037
Switzerland,2/13/2021,62042.037
Switzerland,2/14/2021,62042.037
Switzerland,2/15/2021,62326.588
Switzerland,2/16/2021,62449.931
Switzerland,2/17/2021,62593.698
Switzerland,2/18/2021,62733.564
Switzerland,2/19/2021,62850.712
Switzerland,2/20/2021,62850.712
Switzerland,2/21/2021,62850.712
Switzerland,2/22/2021,63131.705
Switzerland,2/23/2021,63261.474
Switzerland,2/24/2021,63415.568
Switzerland,2/25/2021,63549.697
Switzerland,2/26/2021,63671.893
Switzerland,2/27/2021,63671.893
Switzerland,2/28/2021,63671.893
Switzerland,3/1/2021,63965.623
Switzerland,3/2/2021,64095.277
Switzerland,3/3/2021,64235.602
Switzerland,3/4/2021,64375.926
Switzerland,3/5/2021,64516.136
Switzerland,3/6/2021,64516.136
Switzerland,3/7/2021,64516.136
Switzerland,3/8/2021,64830.978
Switzerland,3/9/2021,64989.087
Switzerland,3/10/2021,65160.162
Switzerland,3/11/2021,65321.828
Switzerland,3/12/2021,65474.774
Switzerland,3/13/2021,65474.774
Switzerland,3/14/2021,65474.774
Switzerland,3/15/2021,65838.494
Switzerland,3/16/2021,66003.488
Switzerland,3/17/2021,66216.671
Switzerland,3/18/2021,66417.463
Switzerland,3/19/2021,66618.025
Switzerland,3/20/2021,66618.025
Switzerland,3/21/2021,66618.025
Switzerland,3/22/2021,67036.017
Switzerland,3/23/2021,67247.594
Switzerland,3/24/2021,67479.594
Switzerland,3/25/2021,67714.349
Switzerland,3/26/2021,67949.906
Switzerland,3/27/2021,67949.906
Switzerland,3/28/2021,67949.906
Switzerland,3/29/2021,68474.604
Switzerland,3/30/2021,68695.246
Switzerland,3/31/2021,68971.879
Switzerland,4/1/2021,69197.684
Switzerland,4/2/2021,69455.845
Switzerland,4/3/2021,69455.845
Switzerland,4/4/2021,69455.845
Switzerland,4/5/2021,69455.845
Switzerland,4/6/2021,70021.734
Switzerland,4/7/2021,70285.746
Switzerland,4/8/2021,70566.74
Switzerland,4/9/2021,70855.766
Switzerland,4/10/2021,70855.766
Switzerland,4/11/2021,70855.766
Switzerland,4/12/2021,71496.349
Switzerland,4/13/2021,71753.477
Switzerland,4/14/2021,72051.911
Switzerland,4/15/2021,72307.318
Switzerland,4/16/2021,72560.316
Switzerland,4/17/2021,72560.316
Switzerland,4/18/2021,72560.316
Switzerland,4/19/2021,73123.107
Switzerland,4/20/2021,73368.761
Switzerland,4/21/2021,73676.948
Switzerland,4/22/2021,73936.83
Switzerland,4/23/2021,74179.272
Switzerland,4/24/2021,74179.272
Switzerland,4/25/2021,74179.272
Switzerland,4/26/2021,74788.876
Switzerland,4/27/2021,75033.842
Switzerland,4/28/2021,75277.087
Switzerland,4/29/2021,75514.136
Switzerland,4/30/2021,75724.222
Switzerland,5/1/2021,75724.222
Switzerland,5/2/2021,75724.222
Switzerland,5/3/2021,76180.65
Switzerland,5/4/2021,76368.018
Switzerland,5/5/2021,76573.973
Switzerland,5/6/2021,76767.536
Switzerland,5/7/2021,76944.921
Switzerland,5/8/2021,76944.921
Switzerland,5/9/2021,76944.921
Switzerland,5/10/2021,77367.502
Switzerland,5/11/2021,77525.267
Switzerland,5/12/2021,77701.849
Switzerland,5/13/2021,77701.849
Switzerland,5/14/2021,77965.747
Switzerland,5/15/2021,77965.747
Switzerland,5/16/2021,77965.747
Switzerland,5/17/2021,78269.803
